id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
G43HnnWNOGQ;UCB5WM5HAoJwRMe4OHDzeIOw;10 ????? ??????? ?? ?? ????? ? Dark Souls 2;Stranded Orange
TYdNZy5NMoI;UCsmx517WjzoyFuC17DGVt1A;Manqueando en Dark Souls II;Wismichu
vIR90BZajuI;UCzQpq8WH6uqxQurEJGnklfA;Dark Souls X Donnie Darko X LE SAVIEZ-VOUS ? X SLG 21 #AIENKEI;AIENKEI
dpgLpc-YISE;UCZS1Gx_VCCTJ4NTmfXAIGYw;DOBLAJE DARK SOULS 2 ¡ ES JODIDAMENTE DIFICIL !;alioli
U1cjgEt0CbY;UCMxsVULY_qsk_aNdAqzcNUA;DARK SOULS #27 - FINALE;YotobiGames
PquhKW_rLTQ;UCI95an3-hKt0XnzART-VyPA;Dark Souls 2 [Bug]: 'Pulando' Metade do Jogo!;Filipe Ramos
mXiV1AfP6gQ;UCMxsVULY_qsk_aNdAqzcNUA;DARK SOULS #25 - Ok, il Boss è giusto!;YotobiGames
hj1B2NcGoAE;UCumVAwgN8OQWZsZXKuoldNg;Reseña Dark Souls II | 3 Gordos Bastardos;3GordosB
yOOnOuRXaYw;UCB5WM5HAoJwRMe4OHDzeIOw;Dark Souls: in Summary (??????? ???????);Stranded Orange
lmqrKjufiWg;UC_Q1vhf7wcR_zGlc5ahAg0A;Dark Souls 2 - ?????? ??????? ???????????;?????????
XSe0Kd43j_A;UC46FpY2M9bb8pVfwBn2dXdw;NO PUEDE SER VERDAD! :,D DARK SOULS MegaGlowen  EP 3;MegaGlowen
iDwOznHmffQ;UCqwGaUvq_l0RKszeHhZ5leA;DARK SOULS 2 # 19 - Bosskampf: Alessia, Ricce und Yahim «»  Let's Play Dark Souls 2 | Deutsch HD;PietSmiet
tSJ6hL16zNI;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [12] - ?????????? / Shaded Woods;WhyMe758
vdNIOgH7s8I;UC1B_JfwK3vkhm7VmB-3X_hA;Dark Souls 2 All Bosses Speedrun in 3:15:06;LobosJr
Gh8x1AGIaPY;UC4plRabXFGdAE6HP-tBQKdQ;:: DARK SOULS :: ???????????? Part 1;HEARTROCKER
yfC8hFtxF7g;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [11] - ?????? ????? / Harvest Valley, ?????? ????????? ???? / Earthern Peak;WhyMe758
UoARqR297Jg;UCJ2ZDzMRgSrxmwphstrm8Ww;DARK SOULS 2 KILLS US LOTS (Backseat Gaming);Smosh Games
OUMuKmWkHuY;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [09] - ???? ??????? ???????? / Lost Bastille;WhyMe758
_uXmZItaaSE;UCtnmHPgmcQOxJKj1ZG4rmLw;TODO LO QUE PUEDO HACER EN DARK SOULS II;Muzska89
61ad93HTVJA;UCZtCQDwkuZjG2Q0c4QBhhUQ;Dark Souls II Guida da HDBlog   Sbloccare l'armatura di Havel;HDblog-Games
uKxaqcyEtYA;UCI95an3-hKt0XnzART-VyPA;Dark Souls 2: Buraco em Majula e Pulando Grave of Saints!;Filipe Ramos
22FLD0eApPE;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [07] - ????????? ???????? / No-Man's Wharf;WhyMe758
IzcH2TfeBN8;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [06] - ???????? ????? ????? (? ???????) / Heide's Tower of Flames;WhyMe758
xujxvhrIHy4;UCogxlv0uDJyh6xBin3zalKw;??????????? Dark Souls 2 [02] - ??????? / Majula;WhyMe758
KoCgLu0HHw0;UCuVIWETFdxzwlHEHMbhm2_w;Dark Souls 2 : A Primeira Meia Hora;Zangado
MSys_d-tpSE;UC3PD56KfWM9Sq-aGB4RavkQ;Etienne Gardé: Eddy spielt lieber Dark Souls;soylent hills
iYN19aelIyg;UCQYkkC3Eb_0p08VqWQECfnQ;Dark Souls Lore, Historia 34- Personajes secundarios 2/2;Acre
