id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
eDT5S73ICk8;UCam8T03EOFBsNdR0thrFHdQ;RESIDENT EVIL 7 - MADRE LOCA! #4;VEGETTA777
MN841tqXmQU;UCIwspRtKNszHhIhl36gREjQ;O VERDADEIRO CULPADO! - RESIDENT EVIL 7 - Parte 9 / FINAL;ElectronicDesireGE
Iiv4YUrxEq8;UCUGkSxaVP_65NyK8fUqPRIg;EVELINE ÇILDIRDI ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 9;Easter GamersTv
hVgaPb5lHck;UCG8eSYvOQUpb9HM8zU5d6xg;REACCIONANDO AL NUEVO RESIDENT EVIL 7 !! - RobleisIUTU;RobleisIUTU
A8rq4LfZqaY;UCb2e0ddz50K0aldWrkjcXNA;RESIDENT EVIL 7 | Capítulo 4 | SOY UN HOMBRE DURO Y VALIENTE!! :3;Gaming4GamersTV
4mKAC1u5X50;UCD94IYXQINu04R0KxOrhEzA;COUPÉ EN DEUX ! | Resident Evil 7 - Partie 3;CBGames
AIeKc2_A-r4;UC7I9vRncx1-vox41l1A0ACQ;RESIDENT EVIL 7 #6 | DETESTO CAVES... SALA DE DISSECAÇÃO  (PS4 Pro);RicFazeres
-Blvphud5rk;UC_qorG2gOvQ_R20t3VgE0Jw;Resident Evil 7: ????? ? ???????;??????? ???????? ?? C-c-combo Breaker!
3dOmqmhh-6g;UCDZsyOkn-WTiTwgAvZSQ_cg;CÓMO MATAR AL PADRE DE LA FAMILIA PARA SIEMPRE | Resident Evil 7 #4 (Sin Censura);El Rincón De Giorgio
HyoRUFox-uA;UCc_gMV4N9vJtpy7GcMUHaVw;RESIDENT EVIL 7 #3: G?P L?I V? YÊU, EM ?I C?U ANH;Tr?c Ti?p Game
8xoe1Cs_DwM;UCI0LNmSlhS-H9mGNPWM8gzQ;RESIDENT EVIL 7 : Le serum - LET'S PLAY FR #6;At0mium
5MprO7-IMLQ;UCBVaCJPkMzFy1qQ6HcfGkbw;Resident Evil 7: Biohazard - Ep. 7 - We're Outside! To The Old House!;vikingsman18
POLUecBVbzs;UCadDSThJCmOmKiyRzh6UNHQ;Resident Evil 7 Biohazard - Keycard Locations;ToInfinityGaming
ZIJYXe1wYpw;UCW8mOodMp7KuCBTKHP9mnpA;???? ???? ???? | Resident Evil 7 : Biohazard PART1;M3KKY
1TGMwcuJXwk;UCI4Wh0EQPjGx2jJLjmTsFBQ;VR RESIDENT EVIL 7 - Worst Girlfriend Ever;Node
2ACLD-GbBqI;UCUGkSxaVP_65NyK8fUqPRIg;LANETL? KIZ EVELINE ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 8;Easter GamersTv
rGKuJAg6isg;UC1BIOZPjE3lYa2s3ZT1kYaA;KAUHUN HETKET ALKAA | Resident Evil 7 - Jakso 1;Lakko
aG31MeAPGrQ;UCIwspRtKNszHhIhl36gREjQ;UMA ESCOLHA DIFÍCIL! - RESIDENT EVIL 7 - Parte 7;ElectronicDesireGE
Wsdyo8EgwfU;UCUVHBFQPESSckeAQYzvvYrA;??????? ?????? ? ???????? ?? ????? VR ? Resident Evil 7: Biohazard;?????
1PoN9qcL2_g;UCf31Gf5nCU8J6eUlr7QSU0w;Resident Evil 7  - ??????? ?????????;Mr. Marmok
5E7FVmbobqc;UCY-aY6fAqJauPWfxZ7HTZig;?? ??? ?????????? ??????????! (Resident Evil 7);2J Games
TBSPM_Bq2yg;UC7I9vRncx1-vox41l1A0ACQ;RESIDENT EVIL 7 #5 | ESTE VELHADAS AINDA ESTÁ VIVO??? (PS4 Pro);RicFazeres
KmV8xoRf_bg;UCvBsIqm0tKrrcqs6MviGLDw;Resident Evil 7 Get Lucas Gate Passcode;TheGamesEntertainer
hakYuuo_MUE;UCBJ4RpQPQutOnWcqiooL9eQ;MÄMMIHIRVIÖT (Resident Evil 7);LaeppaVika
3ZLjrF9Tthc;UC1O5OGsZR7pezVvKn2dWxPA;Udah Pusing, Di kejar Monster pula! - Resident Evil 7 Indonesia #4;PokoPow
v8-f8u37kIk;UCt9p6L0XcEYPxT8RwqsC-MA;Crank Location + Crow Key Location - Resident Evil 7 (RE7);PunchNshoot
pERcF4p3318;UCFBcrywVNeUOqtJgGhPEvQg;????????? ????! (??????? ?????) - Resident Evil 7 #10;TheBrainDit
7vJf3r9z7f4;UCNBFVRMaGirbTYYhnp6CWXA;Resident Evil 7 | Capítulo 7 | Historia Completa;Theslayer360
KrxoQ6ShuJo;UCRdYY2I7E2rkz7vL6ItofMA;Jugando Resident Evil 7 con Paco Maya;Permítanme Ser Franco
oKvHsphUZFU;UCYJ61XIK64sp6ZFFS8sctxw;DER VADDA macht 'ne SPRITZTOUR! ?? RESIDENT EVIL 7 #003;Gronkh
zT6SGlAdv-o;UCUGkSxaVP_65NyK8fUqPRIg;KABUSLAR EV? ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 7;Easter GamersTv
bLgunH1D_r4;UC7xYS30lwFpT6mr07Qz6zRw;"Resident Evil 7: Biohazard | En Español | Capitulo 4 ""Holomorfos""";RicharBetaCode
XcwXBFQc0cQ;UCyvBkE9TvJ4nHTgh3eXTbWA;"RESIDENT EVIL 7 (Hindi) Walkthrough Part 2 ""BAKER FAMILY"" (PS4 Gameplay)";HemanT_T
GBz7EX0UhkI;UCb2e0ddz50K0aldWrkjcXNA;RESIDENT EVIL 7 | Capítulo 3 | Tengo que ir a terapia por vuestra culpa;Gaming4GamersTV
UQ6amn6bWYQ;UC_qorG2gOvQ_R20t3VgE0Jw;Resident Evil 7: ????? ????? ?????????? ??????;??????? ???????? ?? C-c-combo Breaker!
kLSHGAhNtik;UCI1XuJTkG4ka91Esi4JhFkw;Resident Evil 7 végigjátszás magyar kommentárral 1.rész - Sewer Gators;Senshi
-9OW5bWlq4Y;UCUGkSxaVP_65NyK8fUqPRIg;LUCAS'IN ÖLÜMCÜL PART?S? ! | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 6;Easter GamersTv
sFqOQJz1gMc;UCIwspRtKNszHhIhl36gREjQ;QUEIMA ELA COM FOGO! - RESIDENT EVIL 7 - Parte 5;ElectronicDesireGE
GCWcJz1_Lp8;UCo0U1tbk3YbqiLDhkeWOviQ;Resident Evil 7 - Ep.1 : Le Retour De Castellanos !!! Let's Play par Bob Lennon PC FR;FantaBobGames
1Y1HYadbGAA;UCdKuE7a2QZeHPhDntXVZ91w;???? ?? ??????? ? Resident Evil 7: Biohazard #4;Kuplinov ? Play
K34mS1LSWb8;UC7UUrKshr-x0a5rqa4qxzrQ;RESIDENT EVIL 7 -  FINAL 2 Em português Final Ruim;SINXPLAYSBR
5WDQmkbOrNA;UCeKXymg6S6Pt4EjjOlA759w;RESIDENT EVIL 7 #1: VRy GOOD!!! - I PARCO GIOCHI feat. Favijtv;I PARCO GIOCHI
zeuvUR_66j8;UCyLEtejdFtvHmfKBTDEVvzg;All Treasure Locations Guide - Resident Evil 7;AFGuidesHD
