id/videoId;snippet/channelId;snippet/title;snippet/channelTitle
oM8kg_lrwF4;UCZBneXDBkRa1alb03n29Oag;Resident Evil 7 - How To Use Antique Coins - 44 Mag, Steroids #2, Stabilizer Location;GamerForEternity
SsfuL5upk8E;UCdRx6BjmUwdP7pfGIYPRHaQ;LA CASA - Resident Evil 7 - EP 1;alexelcapo
IbLzAPlnBV8;UCYrjIxMsifx_9CUxKFOoNOg;Resident Evil 7 Gameplay Walkthrough Part 4 - Flamethrower (no commentary);GameplayOnly - Trailers & Gameplay
T7A5Q9OvdRY;UCtn4sFXvAW1il1MKDja11YA;S-a Lansat Resident Evil 7 : Biohazard ! [1];iRaphahell
1-YUXgYHnkA;UCCbfB3cQtkEAiKfdRQnfQvw;Scary Game Squad: Resident Evil 7 [Part 1] - WTF IS HAPPENING?!;Jesse Cox
1E21XODHYOY;UC7UUrKshr-x0a5rqa4qxzrQ;RESIDENT EVIL 7 - #2 - MEU AMIGO POLICIAL!! FUI SALVO? [LEGENDADO EM PORTUGUÊS;SINXPLAYSBR
a8YKklQwgWs;UCUGkSxaVP_65NyK8fUqPRIg;KORKMAYA HAZIR MIYIZ ? | RESIDENT EVIL 7 TÜRKÇE BÖLÜM 1;Easter GamersTv
PRWiDTA1pWU;UCNVmhJ6YBiacLTeN_oEY4cQ;Resident Evil 7 / ????? ??????!;AlexPozitiv
NLJjMZFpqMw;UCrpWCVp9FuGA8OnGtA0rgsw;VR HORROR A JAVÁBÓL!!! | Resident Evil VII #1;TheVR
fgL3FvIU1cA;UCFBcrywVNeUOqtJgGhPEvQg;?????? ????? ? ??????! - Resident Evil 7 #2;TheBrainDit
KyLMY2QmpLs;UCFBcrywVNeUOqtJgGhPEvQg;????? ??????? ???? - Resident Evil 7 #1;TheBrainDit
TytwHScd1eo;UCNBFVRMaGirbTYYhnp6CWXA;Resident Evil 7 | Capítulo 1 | Historia Completa;Theslayer360
M9ue46olx7k;UCbtWPWI43riamQ4gPWxi_Uw;Resident Evil 7 Walkthrough Part 3 - JACK GARAGE BOSS FIGHT - How To Beat RES7 PS4 Gameplay;IFreeMz
nQqGxBXmJo4;UCXin0u5SrVEBjn5LhOoG97A;KARIMLA KORKUYORUZ! Resident Evil 7 Türkçe Bölüm 1 - ?lk Bak??;Enis Kirazoglu
0lXsgvekdkE;UCENeeLCbbDNAP-664-t26FA;??????????? Resident Evil 7 — ????? 4: ??????? ??????;RusGameTactics
7iU6syj9ahQ;UCYrjIxMsifx_9CUxKFOoNOg;Resident Evil 7 Gameplay Walkthrough Part 3 - Last Dog Head (no commentary);GameplayOnly - Trailers & Gameplay
SwhYdZYZNT0;UCENeeLCbbDNAP-664-t26FA;??????????? Resident Evil 7 — ????? 1: ????? ?????????? ? ?????!;RusGameTactics
f0iUnmu_RZQ;UCZU03wNQEGmDkGcNN-BT2Ng;Resident Evil 7 - Grenade Launcher Location (How to Get);BeardBear
byCYsI5X8Og;UCRaNT9kDXxiXeV18NeVj2gA;Resident Evil 7 - How to survive Party Room in the Story (Not Video Tape);randomChievos
Ski9j8bxjYI;UC6DfGA8KPPd_2NB1NBaQy1g;Resident Evil 7 : on l'a fini, on en parle avec Logan de JV.com;IGN France
YYTn8yV_gWo;UC1Q831w4PGw2B-mKVTf7eAA;Resident Evil 7 Gameplay German #1 - Let's Play Resident Evil 7 Biohazard Deutsch;MartinSpielt
Wx6vqQFpSNY;UCI0LNmSlhS-H9mGNPWM8gzQ;RESIDENT EVIL 7 : Le retour de la peur ? - LET'S PLAY FR #1;At0mium
fpHBI2lcveE;UCDjB4tTYvc8lA45iMHL20Sg;Resident Evil 7 Walkthrough Gameplay Part 2 . [PS4 PRO] No Commentary 1080P 60fps ??;SullyGaming
XAtLaqu-B8I;UCEJ1ZgOamcGKd1c-v-LCr3A;Resident Evil 7 Biohazard - E5700 | 4GB RAM | GTX750Ti;MacedoniaGamingNetwork - MGN
W3pt_7_BvUI;UCqIeOJ3gXlkIqv4ntL0X4BQ;RESIDENT EVIL 7 BEGINNING HOUR - HACIENDO EL EASTER EGG #FINAL - GAMEPLAY ESPAÑOL;GENuINE993
dqiEPbNuSrg;UCFLARbB5JTlJU9sY2Vcev1Q;WAS ZUR HÖLLE IST DAS? (WAHRES ENDE) | RESIDENT EVIL 7 Demo (Deutsch/German);Sev
xa3Qj0FreN8;UC7_FTY9-7vzEyxsp4MGInsg;PANIQUE EN RE?ALITE? VIRTUELLE - RESIDENT EVIL 7 (VR);NicoBichoko
uBI6pe5eCaU;UCNvSaQat3mPwrQVA8CqkG2w;Resident Evil 7 DEMO - Core 2 Quad Q8400 / GTX 650 / 4GB RAM;TheWillGamer95
wdHvb7EV594;UCbIa2wKzCfoTCF0qaNFEq-Q;PODE DAR TUDO ERRADO COM: RESIDENT EVIL 7;TheMFW
IgFspWfwJyI;UCSFC5Cio8zaLQDFPxA7y_HQ;NULLA POTRÀ MAI SHOCKARMI PIÙ DI QUESTO. (Resident Evil 7 VR);?FavijTV™
TO9lqskoH68;UChrdeOqH8JaOiMvDEYGreKA;Resident Evil 7 - PLUS JAMAIS VOUS N'IREZ DANS UN SOUS-SOL !;SEROTHS
62LNpucVrQQ;UC3J4Q1grz46bdJ7NJLd4DGw;Bad Ending - Resident Evil 7 Teaser: Beginning Hour - Indonesia;MiawAug
a6hsiM6-OpU;UCZU7HyOKW_OiY3aSeplJTAg;Resident Evil 7 PC Gameplay 4K;Rob Cram
JMEnATa1A_A;UCPrjkhUSqtZDtFrFdVURvpw;Resident Evil 7: How To Kill The Molded Monster;AceEndLegend
964Kkd9OMuE;UC1bwliGvJogr7cWK0nT2Eag;Resident Evil 7 TV spot trailer;MKIceAndFire
xXTPSxFOexU;UCx8vbgWs666cAS7wsKos5sA;EVERYTHING IS SO MUCH WORSE IN VR.. || Resident Evil 7 Midnight (True Ending) + 5 Murder Mysteries;8-BitRyan
P2kETSZEhAM;UCgy-XzXwcdJKNKIUyzQmw7Q;Resident Evil 7: Beginning Hour | All Endings;RockLeeSmile
